id,season,date,match_api_id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal
30,2008/2009,2008-11-15 00:00:00,492584,10000,9993,2,2
31,2008/2009,2008-11-16 00:00:00,492585,9994,9985,1,1
32,2008/2009,2008-11-15 00:00:00,492586,7947,8571,1,0
33,2008/2009,2008-11-15 00:00:00,492587,8203,9998,0,0
34,2008/2009,2008-11-15 00:00:00,492588,9996,9986,2,1
35,2008/2009,2008-11-15 00:00:00,492589,4049,9984,3,0
36,2008/2009,2008-11-14 00:00:00,492590,10001,9991,3,2
37,2008/2009,2008-11-22 00:00:00,492591,8635,10001,2,0
38,2008/2009,2008-11-22 00:00:00,492592,9985,9996,3,1
39,2008/2009,2008-11-22 00:00:00,492622,9998,8342,1,2
40,2008/2009,2008-11-22 00:00:00,492623,9986,4049,3,2
41,2008/2009,2008-11-22 00:00:00,492624,9984,8203,2,1
42,2008/2009,2008-11-23 00:00:00,492628,9991,9987,2,3
43,2008/2009,2008-11-22 00:00:00,492631,9999,7947,2,2
44,2008/2009,2008-12-16 00:00:00,492636,8571,10000,1,0
45,2008/2009,2008-11-22 00:00:00,492638,9993,9994,0,2
46,2008/2009,2008-11-30 00:00:00,492649,8342,9993,3,0
47,2008/2009,2008-11-29 00:00:00,492651,9987,9984,3,2
48,2008/2009,2008-11-29 00:00:00,492658,10000,9986,4,2
49,2008/2009,2008-11-29 00:00:00,492662,9991,9999,4,0
50,2008/2009,2008-11-28 00:00:00,492664,7947,8635,0,2
51,2008/2009,2008-11-30 00:00:00,492666,8203,9985,0,0
52,2008/2009,2008-11-29 00:00:00,492670,9996,9994,2,0
53,2008/2009,2008-11-29 00:00:00,492674,4049,8571,3,3
54,2008/2009,2008-11-29 00:00:00,492677,10001,9998,2,1
55,2008/2009,2008-12-06 00:00:00,492683,8635,4049,5,1
56,2008/2009,2008-12-06 00:00:00,492686,9985,10000,1,2
57,2008/2009,2008-12-06 00:00:00,492689,9998,7947,5,2
58,2008/2009,2008-12-06 00:00:00,492692,9986,8203,1,2
59,2008/2009,2008-12-05 00:00:00,492693,9984,9991,3,1
60,2008/2009,2008-12-07 00:00:00,492696,9994,8342,2,0
61,2008/2009,2008-12-06 00:00:00,492699,9999,10001,1,0
62,2008/2009,2008-12-07 00:00:00,492702,8571,9987,3,1
63,2008/2009,2008-12-06 00:00:00,492706,9993,9996,3,0
64,2008/2009,2008-12-14 00:00:00,492709,8342,9985,1,4
65,2008/2009,2008-12-13 00:00:00,492713,9987,9986,1,0
66,2008/2009,2008-12-13 00:00:00,492717,10000,9996,2,1
67,2008/2009,2008-12-13 00:00:00,492720,9991,8571,1,1
68,2008/2009,2008-12-13 00:00:00,492722,7947,9994,1,1
69,2008/2009,2008-12-12 00:00:00,492724,8203,9993,2,1
70,2008/2009,2008-12-14 00:00:00,492728,9999,8635,0,3
71,2008/2009,2008-12-13 00:00:00,492734,4049,9998,2,1
72,2008/2009,2008-12-13 00:00:00,492735,10001,9984,1,2
73,2008/2009,2008-12-19 00:00:00,492742,8635,9987,2,0
74,2008/2009,2008-12-21 00:00:00,492745,9985,9991,2,1
75,2008/2009,2008-12-20 00:00:00,492746,9998,10000,2,2
76,2008/2009,2008-12-20 00:00:00,492749,9986,7947,2,0
77,2008/2009,2008-12-20 00:00:00,492753,9984,9999,4,3
78,2008/2009,2008-12-20 00:00:00,492757,9994,8203,2,2
79,2008/2009,2008-12-20 00:00:00,492758,9996,8342,5,1
80,2008/2009,2008-12-21 00:00:00,492760,8571,10001,0,0
81,2008/2009,2008-12-20 00:00:00,492763,9993,4049,2,0
82,2008/2009,2009-01-18 00:00:00,492769,9993,9987,4,1
83,2008/2009,2009-01-17 00:00:00,492772,9994,10000,2,1
84,2008/2009,2009-01-16 00:00:00,492775,8635,9984,1,2
85,2008/2009,2009-01-17 00:00:00,492779,9998,9991,1,2
86,2008/2009,2009-01-17 00:00:00,492781,9985,7947,3,2
87,2008/2009,2009-01-17 00:00:00,492782,8342,8203,3,0
88,2008/2009,2009-01-17 00:00:00,492785,8571,9999,2,1
89,2008/2009,2009-01-17 00:00:00,492789,9996,4049,1,1
90,2008/2009,2009-01-18 00:00:00,492792,9986,10001,1,2
91,2008/2009,2009-01-25 00:00:00,492798,10000,8342,3,1
92,2008/2009,2009-02-18 00:00:00,492801,9991,8635,1,2
93,2008/2009,2009-01-25 00:00:00,492804,10001,9985,0,1
94,2008/2009,2009-01-24 00:00:00,492805,9987,9998,2,0
95,2008/2009,2009-01-24 00:00:00,492807,9999,9986,3,1
96,2008/2009,2009-01-24 00:00:00,492810,4049,9994,2,1
97,2008/2009,2009-01-24 00:00:00,492814,8203,9996,2,2
98,2008/2009,2009-01-24 00:00:00,492817,9984,8571,0,1
99,2008/2009,2009-01-24 00:00:00,492819,7947,9993,0,1
100,2008/2009,2008-10-29 00:00:00,492482,8342,10000,2,0
101,2008/2009,2008-08-23 00:00:00,492483,8635,9991,2,2
102,2008/2009,2008-08-23 00:00:00,492484,9985,10001,3,0
103,2008/2009,2008-08-24 00:00:00,492485,9998,9987,3,1
104,2008/2009,2008-08-23 00:00:00,492486,9986,9999,1,0
105,2008/2009,2008-08-23 00:00:00,492487,9994,4049,4,1
106,2008/2009,2008-08-23 00:00:00,492488,9996,8203,3,1
107,2008/2009,2008-08-23 00:00:00,492489,8571,9984,2,1
108,2008/2009,2008-08-23 00:00:00,492490,9993,7947,1,1
109,2008/2009,2009-01-31 00:00:00,492822,8571,8635,1,3
110,2008/2009,2009-02-01 00:00:00,492844,9994,9987,1,2
111,2008/2009,2009-01-31 00:00:00,492845,9998,9984,1,1
112,2008/2009,2009-02-01 00:00:00,492847,9986,9991,2,5
113,2008/2009,2009-01-31 00:00:00,492849,9996,7947,0,2
114,2008/2009,2009-01-31 00:00:00,492851,10000,8203,1,1
115,2008/2009,2009-01-31 00:00:00,492853,9985,9999,3,0
116,2008/2009,2009-01-31 00:00:00,492856,8342,4049,3,1
117,2008/2009,2009-01-31 00:00:00,492858,9993,10001,2,1
118,2008/2009,2009-02-07 00:00:00,492989,7947,8342,0,2
119,2008/2009,2009-02-06 00:00:00,492990,8571,9985,0,2
120,2008/2009,2009-02-07 00:00:00,492991,8635,9998,3,2
121,2008/2009,2009-02-07 00:00:00,492992,9987,10000,1,2
122,2008/2009,2009-02-08 00:00:00,492993,9984,9986,2,2
123,2008/2009,2009-02-08 00:00:00,492994,10001,9994,1,0
124,2008/2009,2009-02-07 00:00:00,492995,4049,8203,1,5
125,2008/2009,2009-02-07 00:00:00,492996,9991,9996,2,0
126,2008/2009,2009-02-07 00:00:00,492997,9999,9993,2,2
127,2008/2009,2009-02-15 00:00:00,492998,9986,8635,0,1
128,2008/2009,2009-02-15 00:00:00,492999,8342,9987,0,2
129,2008/2009,2009-02-14 00:00:00,493000,9993,9984,1,1
130,2008/2009,2009-02-14 00:00:00,493001,8203,9991,3,3
131,2008/2009,2009-02-14 00:00:00,493002,10000,7947,1,0
132,2008/2009,2009-02-14 00:00:00,493003,9994,9999,2,1
133,2008/2009,2009-02-14 00:00:00,493004,9998,8571,1,1
134,2008/2009,2009-02-14 00:00:00,493005,9985,4049,4,0
135,2008/2009,2009-02-14 00:00:00,493006,9996,10001,0,0
136,2008/2009,2009-02-22 00:00:00,493007,10001,8342,1,1
137,2008/2009,2009-02-22 00:00:00,493008,8635,9985,4,2
138,2008/2009,2009-02-21 00:00:00,493009,9999,9998,3,2
139,2008/2009,2009-02-21 00:00:00,493010,4049,10000,0,6
140,2008/2009,2009-02-21 00:00:00,493011,8571,9986,1,1
141,2008/2009,2009-02-21 00:00:00,493012,9984,9994,0,0
142,2008/2009,2009-02-21 00:00:00,493013,7947,8203,1,2
143,2008/2009,2009-02-20 00:00:00,493014,9987,9996,1,1
144,2008/2009,2009-02-21 00:00:00,493015,9991,9993,1,3
145,2008/2009,2009-02-28 00:00:00,493016,9996,8635,1,1
146,2008/2009,2009-02-27 00:00:00,493017,8203,9987,2,1
147,2008/2009,2009-02-28 00:00:00,493018,9986,9998,3,0
148,2008/2009,2009-03-01 00:00:00,493019,9985,9984,4,0
149,2008/2009,2009-03-01 00:00:00,493020,9994,9991,0,1
150,2008/2009,2009-02-28 00:00:00,493021,8342,9999,2,1
151,2008/2009,2009-02-28 00:00:00,493022,9993,8571,3,0
152,2008/2009,2009-02-28 00:00:00,493023,7947,4049,4,0
153,2008/2009,2009-02-28 00:00:00,493024,10000,10001,1,1
154,2008/2009,2009-03-08 00:00:00,493025,9984,8342,1,3
155,2008/2009,2009-03-06 00:00:00,493026,9998,9985,0,1
156,2008/2009,2009-03-07 00:00:00,493027,8635,10000,2,0
157,2008/2009,2009-03-07 00:00:00,493028,8571,9994,2,3
158,2008/2009,2009-03-07 00:00:00,493029,9987,7947,4,3
159,2008/2009,2009-03-08 00:00:00,493030,10001,8203,0,1
160,2008/2009,2009-03-07 00:00:00,493031,9999,9996,2,0
161,2008/2009,2009-03-07 00:00:00,493032,9991,4049,2,0
162,2008/2009,2009-03-07 00:00:00,493033,9986,9993,0,0
163,2008/2009,2009-03-13 00:00:00,493034,8203,8635,2,1
164,2008/2009,2009-03-15 00:00:00,493035,9985,9987,2,0
165,2008/2009,2009-03-14 00:00:00,493036,9993,9998,2,0
166,2008/2009,2009-03-14 00:00:00,493037,9994,9986,0,0
167,2008/2009,2009-03-14 00:00:00,493038,7947,9984,1,0
168,2008/2009,2009-03-15 00:00:00,493039,8342,9991,1,4
169,2008/2009,2009-03-14 00:00:00,493040,10000,9999,0,0
170,2008/2009,2009-03-14 00:00:00,493041,9996,8571,1,0
171,2008/2009,2009-03-14 00:00:00,493042,4049,10001,1,2
172,2008/2009,2009-03-20 00:00:00,493043,8571,8342,2,3
173,2008/2009,2009-03-22 00:00:00,493044,9986,9985,1,0
174,2008/2009,2009-03-22 00:00:00,493045,9991,10000,1,0
175,2008/2009,2009-03-21 00:00:00,493046,9998,9994,0,2
176,2008/2009,2009-03-21 00:00:00,493047,10001,7947,3,1
177,2008/2009,2009-03-21 00:00:00,493048,9999,8203,1,0
178,2008/2009,2009-03-21 00:00:00,493049,9984,9996,0,1
179,2008/2009,2009-03-21 00:00:00,493050,9987,4049,3,0
180,2008/2009,2009-03-21 00:00:00,493051,8635,9993,2,0
181,2008/2009,2009-04-05 00:00:00,493052,9994,8635,0,0
182,2008/2009,2009-04-04 00:00:00,493053,9996,9998,3,2
183,2008/2009,2009-04-04 00:00:00,493054,8342,9986,2,1
184,2008/2009,2009-04-04 00:00:00,493055,10000,9984,3,1
185,2008/2009,2009-04-04 00:00:00,493056,7947,9991,1,1
186,2008/2009,2009-04-04 00:00:00,493057,4049,9999,0,1
187,2008/2009,2009-04-04 00:00:00,493058,8203,8571,1,1
188,2008/2009,2009-04-04 00:00:00,493059,9987,10001,1,4
189,2008/2009,2009-04-05 00:00:00,493060,9985,9993,3,1
190,2008/2009,2009-04-12 00:00:00,493061,8635,8342,1,0
191,2008/2009,2009-04-10 00:00:00,493062,9999,9987,1,0
192,2008/2009,2009-04-11 00:00:00,493063,9993,10000,1,2
193,2008/2009,2009-04-11 00:00:00,493064,9985,9994,1,0
194,2008/2009,2009-04-11 00:00:00,493065,8571,7947,1,2
195,2008/2009,2009-04-11 00:00:00,493066,9998,8203,0,1
196,2008/2009,2009-04-11 00:00:00,493067,9986,9996,1,0
197,2008/2009,2009-04-11 00:00:00,493068,9984,4049,4,1
198,2008/2009,2009-04-12 00:00:00,493069,9991,10001,2,0
199,2008/2009,2008-08-30 00:00:00,492491,8635,8571,4,0
200,2008/2009,2008-08-30 00:00:00,492492,9987,9994,1,0
201,2008/2009,2008-08-30 00:00:00,492493,9984,9998,2,1
202,2008/2009,2008-08-31 00:00:00,492494,9991,9986,2,0
203,2008/2009,2008-08-30 00:00:00,492495,7947,9996,1,2
204,2008/2009,2008-08-30 00:00:00,492496,8203,10000,0,2
205,2008/2009,2008-08-31 00:00:00,492497,9999,9985,1,1
206,2008/2009,2008-08-29 00:00:00,492498,4049,8342,1,4
207,2008/2009,2008-08-30 00:00:00,492499,10001,9993,1,0
208,2008/2009,2009-04-19 00:00:00,493070,10001,8635,0,1
209,2008/2009,2009-04-18 00:00:00,493071,9996,9985,0,3
210,2008/2009,2009-04-18 00:00:00,493072,8342,9998,3,2
211,2008/2009,2009-04-18 00:00:00,493073,4049,9986,3,1
212,2008/2009,2009-04-18 00:00:00,493074,8203,9984,0,1
213,2008/2009,2009-04-17 00:00:00,493075,9987,9991,2,2
214,2008/2009,2009-04-19 00:00:00,493076,7947,9999,3,1
215,2008/2009,2009-04-18 00:00:00,493077,10000,8571,5,1
216,2008/2009,2009-04-18 00:00:00,493078,9994,9993,1,0
217,2008/2009,2009-04-24 00:00:00,493079,9993,8342,2,0
218,2008/2009,2009-04-26 00:00:00,493080,9984,9987,1,2
219,2008/2009,2009-04-25 00:00:00,493081,9986,10000,1,0
220,2008/2009,2009-04-26 00:00:00,493082,9999,9991,1,3
221,2008/2009,2009-04-25 00:00:00,493083,8635,7947,4,0
222,2008/2009,2009-04-25 00:00:00,493084,9985,8203,4,1
223,2008/2009,2009-04-25 00:00:00,493085,9994,9996,3,0
224,2008/2009,2009-04-25 00:00:00,493086,8571,4049,2,2
225,2008/2009,2009-04-25 00:00:00,493087,9998,10001,0,2
226,2008/2009,2009-05-03 00:00:00,493088,4049,8635,1,1
227,2008/2009,2009-05-02 00:00:00,493089,10000,9985,0,0
228,2008/2009,2009-05-02 00:00:00,493090,7947,9998,0,0
229,2008/2009,2009-05-02 00:00:00,493091,8203,9986,2,1
230,2008/2009,2009-05-02 00:00:00,493092,9991,9984,2,1
231,2008/2009,2009-05-01 00:00:00,493093,8342,9994,2,3
232,2008/2009,2009-05-02 00:00:00,493094,10001,9999,1,0
233,2008/2009,2009-05-03 00:00:00,493095,9987,8571,0,1
234,2008/2009,2009-05-02 00:00:00,493096,9996,9993,3,1
235,2008/2009,2009-05-09 00:00:00,493097,9985,8342,2,0
236,2008/2009,2009-05-09 00:00:00,493098,9986,9987,3,0
237,2008/2009,2009-05-09 00:00:00,493099,9996,10000,0,2
238,2008/2009,2009-05-09 00:00:00,493100,8571,9991,0,2
239,2008/2009,2009-05-09 00:00:00,493101,9994,7947,0,2
240,2008/2009,2009-05-08 00:00:00,493102,9993,8203,3,1
241,2008/2009,2009-05-09 00:00:00,493103,8635,9999,3,1
242,2008/2009,2009-05-09 00:00:00,493104,9998,4049,1,1
243,2008/2009,2009-05-09 00:00:00,493105,9984,10001,2,1
244,2008/2009,2009-05-16 00:00:00,493106,9987,8635,0,2
245,2008/2009,2009-05-16 00:00:00,493107,9991,9985,0,1
246,2008/2009,2009-05-16 00:00:00,493108,10000,9998,3,0
247,2008/2009,2009-05-16 00:00:00,493109,7947,9986,1,2
248,2008/2009,2009-05-16 00:00:00,493110,9999,9984,1,2
249,2008/2009,2009-05-15 00:00:00,493111,8203,9994,3,0
250,2008/2009,2009-05-16 00:00:00,493112,8342,9996,4,1
251,2008/2009,2009-05-16 00:00:00,493113,10001,8571,1,3
252,2008/2009,2009-05-16 00:00:00,493114,4049,9993,1,0
253,2008/2009,2008-09-13 00:00:00,492500,8342,7947,1,1
254,2008/2009,2008-09-13 00:00:00,492501,9985,8571,2,0
255,2008/2009,2008-09-13 00:00:00,492502,9998,8635,1,2
256,2008/2009,2008-09-14 00:00:00,492503,10000,9987,1,3
257,2008/2009,2008-09-14 00:00:00,492504,9986,9984,3,2
258,2008/2009,2008-09-13 00:00:00,492506,9994,10001,1,1
259,2008/2009,2008-09-13 00:00:00,492508,8203,4049,0,0
260,2008/2009,2008-09-13 00:00:00,492509,9996,9991,4,2
261,2008/2009,2008-09-13 00:00:00,492511,9993,9999,3,0
262,2008/2009,2008-09-19 00:00:00,492517,8635,9986,2,0
263,2008/2009,2008-09-21 00:00:00,492518,9987,8342,0,1
264,2008/2009,2008-09-20 00:00:00,492519,9984,9993,1,0
265,2008/2009,2008-09-20 00:00:00,492520,9991,8203,1,2
266,2008/2009,2008-09-20 00:00:00,492521,7947,10000,2,0
267,2008/2009,2008-09-20 00:00:00,492522,9999,9994,0,1
268,2008/2009,2008-09-20 00:00:00,492523,8571,9998,1,0
269,2008/2009,2008-09-21 00:00:00,492524,4049,9985,0,1
270,2008/2009,2008-09-20 00:00:00,492525,10001,9996,0,0
271,2008/2009,2008-09-27 00:00:00,492526,8342,10001,2,0
272,2008/2009,2008-09-26 00:00:00,492527,9985,8635,2,1
273,2008/2009,2008-09-27 00:00:00,492528,9998,9999,2,0
274,2008/2009,2008-09-27 00:00:00,492529,10000,4049,1,0
275,2008/2009,2008-09-27 00:00:00,492530,9986,8571,1,2
276,2008/2009,2008-09-27 00:00:00,492531,9994,9984,1,1
277,2008/2009,2008-09-29 00:00:00,492532,8203,7947,4,1
278,2008/2009,2008-09-28 00:00:00,492534,9996,9987,1,2
279,2008/2009,2008-09-28 00:00:00,492535,9993,9991,2,2
280,2008/2009,2008-10-03 00:00:00,492536,8635,9996,2,1
281,2008/2009,2008-10-04 00:00:00,492537,9987,8203,2,1
282,2008/2009,2008-10-04 00:00:00,492538,9998,9986,1,1
283,2008/2009,2008-10-05 00:00:00,492539,9984,9985,4,1
284,2008/2009,2008-10-04 00:00:00,492540,9991,9994,1,1
285,2008/2009,2008-10-05 00:00:00,492541,9999,8342,0,1
286,2008/2009,2008-10-04 00:00:00,492542,8571,9993,0,0
287,2008/2009,2008-10-04 00:00:00,492543,4049,7947,2,1
288,2008/2009,2008-10-04 00:00:00,492544,10001,10000,3,2
289,2008/2009,2008-10-19 00:00:00,492545,8342,9984,3,1
290,2008/2009,2008-10-18 00:00:00,492546,9985,9998,2,1
291,2008/2009,2008-10-19 00:00:00,492547,10000,8635,4,0
292,2008/2009,2008-10-18 00:00:00,492548,9994,8571,2,0
293,2008/2009,2008-10-18 00:00:00,492549,7947,9987,2,4
294,2008/2009,2008-10-18 00:00:00,492550,8203,10001,1,3
295,2008/2009,2008-10-18 00:00:00,492551,9996,9999,2,0
296,2008/2009,2008-10-18 00:00:00,492552,4049,9991,0,1
297,2008/2009,2008-10-18 00:00:00,492553,9993,9986,1,2
298,2008/2009,2008-10-25 00:00:00,492554,8635,8203,7,1
299,2008/2009,2008-10-26 00:00:00,492555,9987,9985,0,0
300,2008/2009,2008-10-25 00:00:00,492556,9998,9993,0,0
301,2008/2009,2008-10-25 00:00:00,492557,9986,9994,1,1
302,2008/2009,2008-10-25 00:00:00,492558,9984,7947,1,2
303,2008/2009,2008-10-26 00:00:00,492559,9991,8342,3,0
304,2008/2009,2008-10-25 00:00:00,492561,9999,10000,0,3
305,2008/2009,2008-10-24 00:00:00,492562,8571,9996,2,2
306,2008/2009,2008-10-25 00:00:00,492563,10001,4049,4,1
307,2009/2010,2009-07-31 00:00:00,665318,9985,9997,2,2
308,2009/2010,2009-08-02 00:00:00,665320,9986,8342,1,2
309,2009/2010,2009-08-02 00:00:00,665321,9984,9991,1,3
310,2009/2010,2009-08-01 00:00:00,665322,9994,10000,1,1
311,2009/2010,2009-08-01 00:00:00,665323,8571,8635,0,2
312,2009/2010,2009-08-01 00:00:00,665324,8203,10001,4,1
313,2009/2010,2009-08-01 00:00:00,665325,9999,9993,1,1
314,2009/2010,2009-10-04 00:00:00,665411,8342,8635,4,2
315,2009/2010,2009-10-04 00:00:00,665412,9985,9987,1,0
316,2009/2010,2009-10-03 00:00:00,665413,9997,10000,1,2
317,2009/2010,2009-10-03 00:00:00,665414,9986,8571,3,3
318,2009/2010,2009-10-03 00:00:00,665417,8203,9994,2,0
319,2009/2010,2009-10-03 00:00:00,665420,9999,9984,3,2
320,2009/2010,2009-10-03 00:00:00,665421,9993,10001,3,1
321,2009/2010,2009-10-18 00:00:00,665425,8342,9991,1,0
322,2009/2010,2009-10-17 00:00:00,665426,8635,9986,2,0
323,2009/2010,2009-10-18 00:00:00,665427,9987,8203,1,2
324,2009/2010,2009-10-17 00:00:00,665429,10000,9993,4,0
325,2009/2010,2009-10-17 00:00:00,665430,9994,9984,1,1
326,2009/2010,2009-10-17 00:00:00,665432,8571,9999,2,0
327,2009/2010,2009-10-17 00:00:00,665435,10001,9985,2,0
328,2009/2010,2009-10-24 00:00:00,665438,9985,10000,1,1
329,2009/2010,2009-10-24 00:00:00,665440,9997,9991,1,2
330,2009/2010,2009-10-24 00:00:00,665442,9986,10001,1,1
331,2009/2010,2009-10-24 00:00:00,665443,9984,8571,1,1
332,2009/2010,2009-10-23 00:00:00,665444,9994,9987,0,2
333,2009/2010,2009-10-25 00:00:00,665445,8203,8635,0,2
334,2009/2010,2009-10-25 00:00:00,665446,9999,8342,2,3
335,2009/2010,2009-10-31 00:00:00,665535,8342,9997,1,0
336,2009/2010,2009-10-31 00:00:00,665536,8635,9994,2,0
337,2009/2010,2009-11-02 00:00:00,665537,9987,9984,2,0
338,2009/2010,2009-10-31 00:00:00,665539,10000,9986,2,2
339,2009/2010,2009-11-01 00:00:00,665541,9991,9993,0,1
340,2009/2010,2009-10-31 00:00:00,665543,8571,8203,2,0
341,2009/2010,2009-10-31 00:00:00,665545,10001,9999,2,2
342,2009/2010,2009-11-08 00:00:00,665548,9985,8342,3,1
343,2009/2010,2009-11-08 00:00:00,665551,9987,8635,0,2
344,2009/2010,2009-11-06 00:00:00,665553,9986,9991,0,2
345,2009/2010,2009-11-07 00:00:00,665554,9984,10001,2,1
346,2009/2010,2009-11-07 00:00:00,665556,9994,8571,0,0
347,2009/2010,2009-11-07 00:00:00,665559,9999,10000,2,0
348,2009/2010,2009-11-07 00:00:00,665561,9993,9997,4,1
349,2009/2010,2009-11-21 00:00:00,665568,8342,9993,1,2
350,2009/2010,2009-11-21 00:00:00,665570,8635,9999,3,1
351,2009/2010,2009-11-21 00:00:00,665571,9997,9984,1,1
352,2009/2010,2009-11-22 00:00:00,665574,10000,8203,4,1
353,2009/2010,2009-11-21 00:00:00,665575,9991,9985,2,1
354,2009/2010,2009-11-22 00:00:00,665577,8571,9987,2,1
355,2009/2010,2009-11-21 00:00:00,665581,10001,9994,1,0
356,2009/2010,2009-11-28 00:00:00,665585,8342,9986,1,0
357,2009/2010,2009-11-27 00:00:00,665586,8635,8571,1,0
358,2009/2010,2009-11-29 00:00:00,665588,9997,9985,2,0
359,2009/2010,2009-11-29 00:00:00,665590,10000,9994,1,0
360,2009/2010,2009-11-28 00:00:00,665591,9991,9984,3,1
361,2009/2010,2009-11-28 00:00:00,665595,10001,8203,2,0
362,2009/2010,2009-11-28 00:00:00,665596,9993,9999,3,0
363,2009/2010,2009-12-05 00:00:00,665598,9985,9993,2,2
364,2009/2010,2009-12-05 00:00:00,665599,9987,10001,0,0
365,2009/2010,2009-12-05 00:00:00,665601,9986,9997,0,0
366,2009/2010,2009-12-06 00:00:00,665603,9984,8635,1,3
367,2009/2010,2009-12-06 00:00:00,665604,9994,8342,0,1
368,2009/2010,2009-12-05 00:00:00,665606,8571,10000,1,0
369,2009/2010,2009-12-04 00:00:00,665607,8203,9991,2,5
370,2009/2010,2009-12-12 00:00:00,665614,8342,8203,1,1
371,2009/2010,2009-12-12 00:00:00,665616,9985,9999,0,1
372,2009/2010,2009-12-12 00:00:00,665617,9997,8571,0,2
373,2009/2010,2009-12-13 00:00:00,665619,10000,9984,1,0
374,2009/2010,2009-12-13 00:00:00,665620,9991,9987,2,1
375,2009/2010,2009-12-11 00:00:00,665622,10001,8635,0,2
376,2009/2010,2009-12-12 00:00:00,665623,9993,9986,0,0
377,2009/2010,2010-02-03 00:00:00,665626,8635,8342,3,2
378,2009/2010,2009-12-19 00:00:00,665628,9987,10000,2,2
379,2009/2010,2010-02-04 00:00:00,665630,9986,9985,2,3
380,2009/2010,2009-12-19 00:00:00,665632,9994,9991,0,1
381,2009/2010,2009-12-19 00:00:00,665633,8571,10001,1,1
382,2009/2010,2010-02-02 00:00:00,665634,8203,9993,1,0
383,2009/2010,2009-12-19 00:00:00,665635,9999,9997,1,2
384,2009/2010,2009-08-09 00:00:00,665326,8342,9994,2,0
385,2009/2010,2009-08-08 00:00:00,665327,8635,9984,3,2
386,2009/2010,2009-08-08 00:00:00,665328,9997,9986,0,0
387,2009/2010,2009-08-08 00:00:00,665329,10000,9987,2,2
388,2009/2010,2009-08-09 00:00:00,665330,9991,8203,2,1
389,2009/2010,2009-08-08 00:00:00,665332,10001,8571,1,1
390,2009/2010,2009-08-07 00:00:00,665333,9993,9985,1,1
391,2009/2010,2009-12-26 00:00:00,665639,8342,9984,2,1
392,2009/2010,2009-12-26 00:00:00,665641,9985,9994,2,0
393,2009/2010,2009-12-26 00:00:00,665642,9997,8203,5,2
394,2009/2010,2009-12-27 00:00:00,665643,10000,10001,1,0
395,2009/2010,2009-12-26 00:00:00,665645,9986,9999,3,0
396,2009/2010,2009-12-27 00:00:00,665647,9991,8635,2,2
397,2009/2010,2009-12-26 00:00:00,665651,9993,9987,1,0
398,2009/2010,2009-12-30 00:00:00,665653,8635,10000,2,1
399,2009/2010,2009-12-29 00:00:00,665654,9987,9997,0,0
400,2009/2010,2009-12-29 00:00:00,665655,9984,9985,2,0
401,2009/2010,2009-12-30 00:00:00,665657,9994,9993,2,0
402,2009/2010,2009-12-30 00:00:00,665659,8571,8342,1,4
403,2009/2010,2009-12-30 00:00:00,665661,8203,9986,1,0
404,2009/2010,2009-12-30 00:00:00,665662,9999,9991,0,4
405,2009/2010,2010-01-30 00:00:00,665665,8342,10001,2,1
406,2009/2010,2010-01-17 00:00:00,665666,9985,8635,0,4
407,2009/2010,2010-01-16 00:00:00,665667,9997,9994,2,1
408,2009/2010,2010-01-16 00:00:00,665668,9986,9987,1,3
409,2009/2010,2010-01-15 00:00:00,665669,9991,8571,2,2
